date,low_cpu,low_mem,low_num,low_ttl,mid_cpu,mid_mem,mid_num,mid_ttl,high_cpu,high_mem,high_num,high_ttl
2026-3-2 04:16:49,8697.0,1582.9899999999998,3.69,3.0,30632.0,3335.98,18.104,1.0,0.0,0.0,0.0,0.0
2026-3-2 04:31:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 04:46:49,12219.0,1469.3600000000001,7.303,3.0,18783.0,1746.09,7.24,1.0,16931.0,2118.04,32.55,1.0
2026-3-2 05:01:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 05:16:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 05:31:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 05:46:49,0.0,0.0,0.0,0.0,29041.0,3971.82,15.945,1.0,0.0,0.0,0.0,0.0
2026-3-2 06:01:49,13109.0,1002.23,1.123,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 06:16:49,137.0,23.23,3.172,1.0,26182.0,1658.85,7.686,1.0,0.0,0.0,0.0,0.0
2026-3-2 06:31:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 06:46:49,12049.0,1586.76,1.428,1.0,15148.0,1132.32,15.971,1.0,0.0,0.0,0.0,0.0
2026-3-2 07:01:49,67928.0,13308.37,5.728000000000001,6.0,0.0,0.0,0.0,0.0,28503.0,3829.88,31.35,1.0
2026-3-2 07:16:49,22849.0,2751.71,0.406,3.0,175493.0,11974.48,58.150999999999996,5.0,0.0,0.0,0.0,0.0
2026-3-2 07:31:49,209.0,25.9,2.594,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 07:46:49,101879.0,11942.98,5.861,9.0,176459.0,16060.1,61.456999999999994,6.0,176365.0,16758.51,172.474,5.0
2026-3-2 08:01:49,18288.0,2081.73,9.408999999999999,5.0,85810.0,4463.33,16.783,2.0,0.0,0.0,0.0,0.0
2026-3-2 08:16:49,22375.0,2777.99,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 08:31:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54280.0,4582.65,35.57,1.0
2026-3-2 08:46:49,12636.0,762.16,1.039,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 09:01:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 09:16:49,8037.0,1040.67,1.351,2.0,97482.0,6820.2,52.025000000000006,3.0,0.0,0.0,0.0,0.0
2026-3-2 09:31:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 09:46:49,169865.0,10344.18,2.933,7.0,52355.0,2205.38,30.993000000000002,2.0,25773.0,2530.68,131.622,2.0
2026-3-2 10:01:49,66306.0,8408.21,6.329999999999999,8.0,10727.0,2738.27,15.543,1.0,267.0,67.58,74.712,1.0
2026-3-2 10:16:49,35171.0,4524.609999999999,21.887999999999998,7.0,24390.0,2792.67,16.752,1.0,32256.0,3922.9,35.527,1.0
2026-3-2 10:31:49,31220.0,4401.78,1.242,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 10:46:49,74624.0,3617.99,4.511,3.0,23916.0,1746.22,18.705,1.0,487.0,82.53,45.856,1.0
2026-3-2 11:01:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 11:16:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 11:31:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,92.44,87.259,1.0
2026-3-2 11:46:49,99684.0,9718.41,0.145,3.0,84206.0,8557.8,25.589,3.0,41679.0,2735.92,19.086,1.0
2026-3-2 12:01:49,145909.0,14646.470000000001,1.7279999999999998,6.0,31144.0,2656.08,18.697,1.0,46346.0,2979.83,33.184,1.0
2026-3-2 12:16:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 12:31:49,92252.0,5063.95,5.661,7.0,65513.0,5299.34,26.057000000000002,2.0,0.0,0.0,0.0,0.0
2026-3-2 12:46:49,25390.0,4764.51,11.809999999999999,6.0,126180.0,15389.57,77.37,5.0,0.0,0.0,0.0,0.0
2026-3-2 13:01:49,16426.0,3117.6,0.894,2.0,11850.0,2875.4,19.153,1.0,0.0,0.0,0.0,0.0
2026-3-2 13:16:49,5780.0,601.75,0.096,2.0,25604.0,3791.09,8.894,1.0,0.0,0.0,0.0,0.0
2026-3-2 13:31:49,74853.0,8889.96,1.194,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 13:46:49,36447.0,3095.48,2.923,4.0,22155.0,3796.92,7.751,1.0,0.0,0.0,0.0,0.0
2026-3-2 14:01:49,9289.0,1565.24,8.006,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 14:16:49,380954.0,44079.409999999996,46.829,28.0,613849.0,46405.049999999996,262.671,19.0,23502.0,3767.38,359.36,5.0
2026-3-2 14:31:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 14:46:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 15:01:49,62243.0,9109.220000000001,8.923,8.0,48963.0,4039.4300000000003,30.112000000000002,2.0,39276.0,6658.75,26.055999999999997,2.0
2026-3-2 15:16:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 15:31:49,32113.0,7382.27,0.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 15:46:49,3526.0,498.85,0.378,1.0,33702.0,1999.32,19.553,1.0,0.0,0.0,0.0,0.0
2026-3-2 16:01:49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026-3-2 16:16:49,0.0,0.0,0.0,0.0,79211.0,6655.59,44.198,3.0,427.0,84.62,64.319,1.0
